18,109.92,28.53895968,-81.37927171,87.67
33,285.94,28.54054832,-81.37920725,85.64
54,544.31,28.54287745,-81.37920673,82.24
65,676.79,28.54406926,-81.37930988,82.35
76,806.35,28.54523534,-81.37940718,82.76
103,1138.85,28.54823103,-81.37964947,81.53
119,1327.09,28.54992919,-81.37977232,83.47
203,2336.45,28.55902069,-81.38042172,78.26
243,2769.61,28.56288418,-81.37992287,76.26
259,2970.49,28.56469806,-81.37995993,76.11
280,3212.1,28.56688056,-81.38000721,75.09
315,3626.08,28.57062158,-81.38009059,70.12
346,3998.23,28.57398401,-81.37999063,69.24
379,4387.53,28.57749738,-81.37976022,67.88
402,4662.33,28.57997575,-81.37960345,66.58
417,4827.36,28.58119566,-81.37898307,66.04
431,4980.3,28.58201423,-81.37782394,67.36
469,5409.97,28.58588793,-81.37771762,65.65
493,5705.56,28.58850644,-81.37709592,65.38
509,5889.83,28.59014132,-81.37672626,63.99
541,6269.11,28.59353207,-81.37617136,64.84
554,6428.23,28.59495302,-81.3759338,63.48
567,6562.25,28.59608771,-81.3755279,63.65
577,6682.2,28.59701546,-81.37488329,63.22
587,6797.22,28.59790481,-81.37426466,62.63
596,6909.99,28.59877576,-81.37365758,62.85
605,6986.52,28.5993672,-81.37324659,62.7
614,7090.75,28.59998771,-81.37244178,62.54
621,7182.42,28.60049573,-81.37169799,63.24
631,7299.32,28.6011298,-81.37073786,66.61
639,7395.38,28.60163955,-81.36993939,68.74
647,7502.66,28.60215459,-81.36900688,70.74
662,7679.9,28.60287536,-81.36737707,70.44
677,7848.69,28.60356829,-81.36582962,69.01
708,8230.11,28.60513235,-81.362326,62.65
718,8319.05,28.60563656,-81.36163445,64.57
729,8455.28,28.6065898,-81.36075334,65.92
740,8583.83,28.60748963,-81.35992113,67.44
796,9257.28,28.61219322,-81.35553609,65.25
802,9325.45,28.61266882,-81.35509013,65.56
813,9457.27,28.61358992,-81.35423045,67.24
855,9956.12,28.61707367,-81.35097749,62.27
873,10178.07,28.61862076,-81.34952617,61.91
881,10263.95,28.6192184,-81.34896335,62.54
888,10355.3,28.61985706,-81.3483688,63.74
902,10516.7,28.62098661,-81.3473205,64.85
916,10677.42,28.62204569,-81.34618998,63.5
948,11016.84,28.62442133,-81.34403488,61.16
973,11304.96,28.62561736,-81.34139424,56.66
981,11405.17,28.62603313,-81.34047809,57.35
994,11553.46,28.62664478,-81.33912035,57.22
1012,11773.56,28.62754411,-81.33710006,56.34
1026,11930.7,28.62870382,-81.33618828,56.38
1042,12099.89,28.63011539,-81.3358097,55.64
1056,12270.83,28.63165217,-81.33587855,54.49
1070,12438.69,28.63316404,-81.33584519,55.59
1082,12552.97,28.63405475,-81.33537972,55.33
1096,12731.72,28.63530425,-81.33420523,55.95
1110,12896.91,28.63646305,-81.33312533,56.63
1124,13054.34,28.63757024,-81.33210262,56.57
1139,13230.06,28.63879485,-81.33095279,56.66
1152,13390.45,28.63991777,-81.3299102,57.7
1167,13577.52,28.64122535,-81.32869205,58.7
1189,13835.99,28.64303309,-81.32701115,58.47
1214,14128.42,28.64507352,-81.32510265,60.45
1247,14523.68,28.64783363,-81.32252487,54.3
1258,14661.9,28.64880114,-81.32162652,54.51
1270,14805.35,28.64980595,-81.32069509,57.28
1282,14947.96,28.65080125,-81.31976433,61.33
1301,15169.7,28.65235321,-81.31832239,61.13
1313,15320.77,28.65340949,-81.31733815,62.46
1336,15591.42,28.65530515,-81.31557926,63.09
1346,15717.36,28.65618226,-81.31475389,62.84
1357,15845.92,28.65708304,-81.31391886,64.26
1374,16049.05,28.6585046,-81.31259747,68.4
1387,16209.95,28.65963159,-81.31155255,69.1
1398,16346.59,28.66058789,-81.31066346,69.64
1408,16468.09,28.66143584,-81.30986975,70.16
1423,16649.25,28.66270016,-81.30868652,71.85
1439,16846.13,28.66407843,-81.30740654,71.89
1451,16974.97,28.66497887,-81.30656653,73.16
1462,17109.08,28.66591734,-81.30569437,75.03
1472,17231.67,28.66677512,-81.30489621,76.77
1487,17411.51,28.66803093,-81.30372252,79.32
1499,17560.2,28.66907077,-81.30275351,81.09
1518,17796,28.67071385,-81.30120903,83.92
1534,17977.48,28.67198166,-81.30002445,85.75
1549,18162.37,28.67327249,-81.29880891,88.23
1568,18385.02,28.67485837,-81.2974854,88.57
1580,18502.69,28.67583953,-81.29757917,89.08
1596,18627.49,28.67691792,-81.29719836,89.51
1609,18780.83,28.67829486,-81.29707135,90.02
1634,19063.29,28.68083595,-81.29683961,90.42
1645,19167.58,28.68177596,-81.29674642,90.44
1659,19294.15,28.68291685,-81.29663037,92.02
1673,19431.92,28.68415902,-81.29651357,92.8
1686,19582.59,28.68551777,-81.29638224,93.42
1702,19778.74,28.68728686,-81.29623303,94.1
1718,19914.57,28.68851408,-81.29618727,95.66
1824,21027.7,28.69837465,-81.29673108,96.3
2114,24262.25,28.72707636,-81.29061039,107.13
